facility,state,nameOfFacility,date,confirmedResidents,confirmedStaff,deathsResidents,deathsStaff,residentsRecovered,staffRecovered,residentsTested,staffTested,residentPopulation,address,zipcode,city,county,latitude,longitude,FIPS
state,Georgia,SUMTER COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,TELFAIR STATE PRISON,12/2/2020,77,17,6,0,71,17,,,,,,,,,,
state,Georgia,TERRELL COUNTY CORRECTIONAL INSTITUTION,12/2/2020,0,0,0,0,0,0,,,,,,,,,,
state,Georgia,TREUTLEN PDC,12/2/2020,13,20,0,0,13,19,,,,1 SESSIONS STREET,30457,SOPERTON,TREUTLEN,32.3624615,-82.60238104,13283
state,Georgia,TURNER RSAT,12/2/2020,33,9,0,0,33,8,,,,514 SOUTH RAILROAD AVE,31790,SYCAMORE,TURNER,31.6621587,-83.63393731,13287
state,Georgia,VALDOSTA STATE PRISON,12/2/2020,18,63,0,0,17,60,,,,3259 VALTECH RD,31601,VALDOSTA,LOWNDES,30.85995723,-83.34575403,13185
state,Georgia,VALDOSTA TC,12/2/2020,1,4,0,0,1,3,,,,263 GILL HARBIN INDUSTRIAL BLVD,31601,VALDOSTA,LOWNDES,30.80565871,-83.2675069,13185
state,Georgia,WALKER STATE PRISON,12/2/2020,64,27,1,0,62,23,,,,,,,,,,
state,Georgia,WARE STATE PRISON,12/2/2020,30,59,4,0,24,57,,,,3620 NORTH HARRIS ROAD,31501,WAYCROSS,WARE,31.25673084,-82.39335661,13299
state,Georgia,WASHINGTON STATE PRISON,12/2/2020,26,7,0,0,25,7,,,,13262 HWY 24 E,31018,DAVISBORO,WASHINGTON,32.98872379,-82.59490798,13303
state,Georgia,WEST CENTRAL ITF,12/2/2020,1,11,0,0,1,8,,,,1070 COUNTY FARM ROAD,30295,ZEBULON,PIKE,33.11609815,-84.3610402,13231
state,Georgia,WHEELER CORRECTIONAL FACILITY,12/2/2020,171,0,12,0,159,0,,,,195 NORTH BROAD STREET,30411,ALAMO,WHEELER,32.1504927,-82.79500753,13309
state,Georgia,WHITWORTH WOMENS FACILITY,12/2/2020,18,15,1,0,17,14,,,,,,,,,,
state,Georgia,WILCOX STATE PRISON,12/2/2020,44,23,3,0,40,23,,,,,,,,,,
state,Georgia,WOMENS PDC,12/2/2020,6,7,0,0,6,7,,,,,,,,,,
state,Hawaii,HCCC,12/2/2020,1,,0,,1,,213,,515,60 PUNAHELE STREET,96720,HILO,HAWAII,19.71830866,-155.0989632,15001
state,Hawaii,HCF,12/2/2020,2,,0,,1,,876,,,99-902 MOANALUA RD,96701,AIEA,HONOLULU,21.37379134,-157.8989822,15003
federal,Hawaii,HONOLULU FDC,12/2/2020,4,,0,0,2,1,218,,,,,,,,,
state,Hawaii,KCCC,12/2/2020,0,,0,,0,,57,,159,3-5351 KUHIO HIGHWAY,96766,LIHUE,KAUAI,22.02515252,-159.3428192,15007
state,Hawaii,KCF,12/2/2020,0,,0,,0,,180,,184,HC 01 STAINBACK HWY,96720,HILO,HAWAII,19.54917893,-155.3011053,15001
state,Hawaii,MCCC,12/2/2020,0,,0,,0,,221,,452,600 WAIALE DR,96793,WAILUKU,MAUI,20.87701605,-156.4983753,15009
state,Hawaii,OCCC,12/2/2020,436,,0,,415,,"4,711",,1268,2199 KAMEHAMEHA HIGHWAY,96819,HONOLULU,HONOLULU,21.32989382,-157.884874,15003
state,Hawaii,SAGUARO,12/2/2020,647,,1,,524,,"2,359",,,,,,,,,
state,Hawaii,WCCC,12/2/2020,0,,0,,0,,195,,278,42-477 KALANIANAOLE HWY,96734,KAILUA,HONOLULU,21.37802504,-157.7484499,15003
state,Hawaii,WCF,12/2/2020,162,,0,,48,,680,,202,94-560 KAMEHAMEHA HWY,96797,WAIPAHU,HONOLULU,21.44465003,-157.9609092,15003
state,Idaho,CENTRAL OFFICE,12/2/2020,,15,,,,11,,,,,,,,,,
state,Idaho,DISTRICT 1,12/2/2020,,3,,,,2,,,,,,,,,,
state,Idaho,DISTRICT 2,12/2/2020,,1,,,,0,,,,,,,,,,
state,Idaho,DISTRICT 3,12/2/2020,,4,,,,3,,,,,,,,,,
state,Idaho,DISTRICT 4,12/2/2020,,11,,,,7,,,,,,,,,,
state,Idaho,DISTRICT 5,12/2/2020,,6,,,,6,,,,,,,,,,
state,Idaho,DISTRICT 6,12/2/2020,,4,,,,2,,,,,,,,,,
state,Idaho,DISTRICT 7,12/2/2020,,4,,,,4,,,,,,,,,,
state,Idaho,EBCRC,12/2/2020,,5,,,,5,,,,2366 OLD PENITENTIARY RD,83712,BOISE,ADA,43.60314093,-116.1638439,16001
state,Idaho,ICIO,12/2/2020,,27,,,,17,,,,381 WEST HOSPITAL DRIVE,83544,OROFINO,CLEARWATER,46.49197836,-116.2607095,16035
state,Idaho,IFCRC,12/2/2020,,5,,,,5,,,,3955 BOMBARDIER AVE,83402,IDAHO FALLS,BONNEVILLE,43.46230015,-112.0639693,16019
state,Idaho,IMSI,12/2/2020,,28,,,,27,,,,13500 S PLEASANT VALLEY RD,83634,KUNA,ADA,43.47938786,-116.2189574,16001
state,Idaho,ISCC,12/2/2020,,66,,,,63,,,,14601 S PLEASANT VALLEY RD,83634,KUNA,ADA,43.47119944,-116.2375874,16001
state,Idaho,ISCI,12/2/2020,,63,,,,48,,,,13500 S PLEASANT VALLEY RD,83634,KUNA,ADA,43.47938786,-116.2189574,16001
state,Idaho,NAMPA CRC,12/2/2020,,1,,,,1,,,,,,,,,,
state,Idaho,NICI,12/2/2020,,12,,,,9,,,,236 RADAR RD,83522,COTTONWOOD,IDAHO,46.07917307,-116.4280588,16049
state,Idaho,PWCC,12/2/2020,,4,,,,4,,,,1451 FORE RD,83204,POCATELLO,BANNOCK,42.84256222,-112.4506302,16005
state,Idaho,SAWC,12/2/2020,,15,,,,14,,,,125 N 8TH W,83445,ST ANTHONY,FREMONT,43.96809846,-111.6935417,16043
state,Idaho,SBWCC,12/2/2020,,16,,,,11,,,,13200 S PLEASANT VALLEY RD,83634,KUNA,ADA,43.48338,-116.23392,16001
state,Idaho,SICI,12/2/2020,,26,,,,21,,,,13500 S PLEASANT VALLEY RD,83634,KUNA,ADA,43.47938786,-116.2189574,16001
state,Idaho,STATEWIDE,12/2/2020,2580,,4,,,,"14,962",,,,,,,,,
state,Idaho,TFCRC,12/2/2020,,1,,,,1,,,,,,,,,,
state,Idaho,TVCRC,12/2/2020,,1,,,,1,,,,14195 S PLEASANT VALLEY RD,83634,KUNA,ADA,43.6574178,-116.6678165,16001
federal,Illinois,ALPHA HOUSE OF SPRINGFIELD,12/2/2020,4,,0,0,4,0,4,,,,,,,,,
state,Illinois,BIG MUDDY RIVER,12/2/2020,69,54,,,40,40,,,1218,,,,,,,
state,Illinois,CENTRALIA,12/2/2020,67,89,,,65,82,,,1209,,,,,,,
federal,Illinois,CHICAGO MCC,12/2/2020,226,,0,0,173,29,593,,,71 WEST VAN BUREN STREET,60605,CHICAGO,COOK,41.87658453,-87.63048213,17031
county,Illinois,COOK COUNTY JAIL,12/2/2020,551,568,7,4,515,520,,,,,,,,,,
state,Illinois,CROSSROADS ATC,12/2/2020,5,1,,,3,1,,,325,3210 WEST ARTHINGTON STREET,60624,CHICAGO,COOK,41.87048357,-87.70635938,17031
state,Illinois,DANVILLE,12/2/2020,18,52,,,5,28,,,1605,3820 EAST MAIN STREET,61834,DANVILLE,VERMILION,40.12956679,-87.53645593,17183
state,Illinois,DECATUR,12/2/2020,29,33,,,0,22,,,531,,,,,,,
state,Illinois,DIXON CORRECTIONAL INSTITUTE,12/2/2020,468,192,,,358,168,,,1652,2600 NORTH BRINTON AVENUE,61021,DIXON,LEE,41.8737451,-89.47817317,17103
state,Illinois,EAST MOLINE,12/2/2020,342,52,,,342,46,,,1175,100 HILLCREST ROAD,61244,EAST MOLINE,ROCK ISLAND,41.53372905,-90.41912151,17161
state,Illinois,ELGIN TC,12/2/2020,0,10,,,0,10,,,,,,,,,,
state,Illinois,FOX VALLEY ATC,12/2/2020,4,8,,,4,8,,,127,1329 N LAKE ST,60506,AURORA,KANE,41.78792125,-88.3202916,17089
state,Illinois,GENERAL OFFICE,12/2/2020,0,22,,,0,13,,,,,,,,,,
state,Illinois,GRAHAM,12/2/2020,32,90,,,30,85,,,1464,12078 ILLINOIS ROUTE 185,62049,HILLSBORO,MONTGOMERY,39.12648969,-89.47493262,17135
federal,Illinois,GREENVILLE FCI,12/2/2020,630,,0,0,598,38,"1,221",,,,,,,,,
state,Illinois,HILL,12/2/2020,71,42,,,43,31,,,1643,600 SOUTH LINWOOD ROAD,61401,GALESBURG,KNOX,40.93974548,-90.40695799,17095
state,Illinois,ILLINOIS RIVER,12/2/2020,58,60,,,25,38,,,1671,,,,,,,
state,Illinois,JACKSONVILLE,12/2/2020,448,107,,,403,92,,,965,2268 EAST MORTON AVENUE,62650,JACKSONVILLE,MORGAN,39.72668976,-90.17561449,17137
state,Illinois,JOLIET TC,12/2/2020,3,56,,,3,51,,,,,,,,,,
state,Illinois,KEWANEE LSRC,12/2/2020,15,32,,,2,22,,,,2021 KENTVILLE ROAD,61443,KEWANEE,HENRY,41.25333209,-89.89171233,17073
state,Illinois,LAWRENCE,12/2/2020,270,97,,,11,53,,,2042,,,,,,,
state,Illinois,LINCOLN,12/2/2020,136,53,,,66,36,,,964,,,,,,,
state,Illinois,LOGAN,12/2/2020,186,119,,,91,89,,,1464,1096 1350TH STREET,62656,LINCOLN,LOGAN,40.1140649,-89.3881401,17107
federal,Illinois,MARION USP,12/2/2020,549,,2,0,412,19,987,,,4500 PRISON ROAD,62959,MARION,WILLIAMSON,37.66315314,-88.98406132,17199
state,Illinois,MENARD,12/2/2020,164,191,,,162,173,,,1765,711 KASKASKIA STREET,62259,MENARD,RANDOLPH,37.91268569,-89.84197817,17157
state,Illinois,MURPHYSBORO,12/2/2020,1,9,,,0,6,,,,,,,,,,
state,Illinois,NORTH LAWNDALE ATC,12/2/2020,5,5,,,5,4,,,,2839 WEST FILLMORE STREET,60612,CHICAGO,COOK,41.868038,-87.697785,17031
state,Illinois,PAROLE,12/2/2020,0,32,,,0,24,,,,,,,,,,
federal,Illinois,PEKIN FCI,12/2/2020,293,,0,0,187,30,742,,,,,,,,,
state,Illinois,PEORIA ATC,12/2/2020,11,16,,,11,16,,,244,,,,,,,
state,Illinois,PINCKNEYVILLE,12/2/2020,4,47,,,2,38,,,1901,,,,,,,
state,Illinois,PITTSFIELD WORK CAMP,12/2/2020,0,6,,,0,5,,,93,,,,,,,
state,Illinois,PONTIAC,12/2/2020,250,238,,,218,199,,,726,700 WEST LINCOLN STREET,61764,PONTIAC,LIVINGSTON,40.86928355,-88.63603689,17105
state,Illinois,ROBINSON,12/2/2020,376,59,,,371,54,,,1121,,,,,,,
state,Illinois,SHAWNEE,12/2/2020,116,61,,,96,50,,,1576,,,,,,,
state,Illinois,SHERIDAN,12/2/2020,70,72,,,26,65,,,1670,4017 EAST 2603 ROAD,60551,SHERIDAN,LA SALLE,41.51604912,-88.68465975,17099
state,Illinois,SOUTHWESTERN IL,12/2/2020,44,72,,,43,68,,,,950 KINGSHIGHWAY ST,62203,EAST ST LOUIS,ST CLAIR,38.61691302,-90.0908182,17163
state,Illinois,STATEVILLE,12/2/2020,296,143,,,295,132,,,1157,16830 SOUTH BROADWAY STREET,60434,JOLIET,WILL,41.57873778,-88.09456267,17197
state,Illinois,STATEVILLE NRC,12/2/2020,215,103,,,198,81,,,,16830 SOUTH BROADWAY STREET,60434,JOLIET,WILL,41.57873778,-88.09456267,17197
state,Illinois,TAYLORVILLE,12/2/2020,409,72,,,273,59,,,1028,,,,,,,
federal,Illinois,THOMSON USP,12/2/2020,399,,0,0,367,82,"1,263",,,1100 ONE MILE ROAD,61285,THOMSON,CARROLL,41.97296619,-90.10929881,17015
state,Illinois,VANDALIA,12/2/2020,209,49,,,6,37,,,1068,,,,,,,
state,Illinois,VIENNA,12/2/2020,71,66,,,33,44,,,920,,,,,,,
state,Illinois,WESTERN IL,12/2/2020,68,75,,,58,71,,,,2500 RT 99 SOUTH,62353,MOUNT STERLING,BROWN,39.96285696,-90.75396657,17009
state,Indiana,BRANCHVILLE BTC,12/2/2020,214,52,1,0,200,50,381,206,,21390 OLD STATE RD 37,47514,BRANCHVILLE,PERRY,38.15137828,-86.59980056,18123
state,Indiana,CENTRAL OFFICE,12/2/2020,,14,,0,,6,,74,,,,,,,,
state,Indiana,CHAIN OLAKES COL,12/2/2020,0,0,0,0,0,0,9,3,,3516 E 75 SOUTH,46701,ALBION,NOBLE,41.33701028,-85.35310253,18113
federal,Indiana,COMMUNITY EDUCATION CENTERS IN,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
state,Indiana,CORRECTIONAL INDUSTRIAL CIF,12/2/2020,52,65,0,0,28,20,264,266,,5124 W REFORMATORY RD,46064,PENDLETON,MADISON,39.97598494,-85.77135909,18095
state,Indiana,EDINBURGH JCU,12/2/2020,15,17,0,0,8,14,62,65,,PO BOX 470 23RD  SCHOOLHOUSE RD,46124,EDINBURGH,JOHNSON,39.35145302,-86.0386027,18081
state,Indiana,HERITAGE TRAIL CORRECTIONAL FACILITY,12/2/2020,53,22,0,0,50,13,119,45,,,,,,,,18063
state,Indiana,INDIANA STATE PRISON ISP,12/2/2020,71,98,2,0,68,80,286,356,,1 PARK ROW,46360,MICHIGAN CITY,LAPORTE,41.70343089,-86.9173169,18091
state,Indiana,INDIANA WOMENS PRISON IWP,12/2/2020,83,29,0,1,85,17,384,88,,2596 GIRLS SCHOOL ROAD,46214,INDIANAPOLIS,MARION,39.80094018,-86.29189795,18097
state,Indiana,LAPORTE JUVENILE LPJ,12/2/2020,0,9,0,0,0,8,39,39,,809 STATE ST,46350,LA PORTE,LAPORTE,41.61206231,-86.72292259,18091
state,Indiana,LOGANSPORT LJCF,12/2/2020,11,20,0,0,10,12,125,53,,1118 S STATE RD 25,46947,LOGANSPORT,CASS,40.74154606,-86.40152309,18017
state,Indiana,MADISON MCU,12/2/2020,0,12,0,0,0,10,86,156,,1130 MSH 4TH STREET,47250,MADISON,JEFFERSON,38.74778116,-85.40047051,18077
state,Indiana,MIAMI MCF,12/2/2020,171,58,4,0,128,34,678,121,,3038 W 850 S,46914,BUNKER HILL,MIAMI,40.6459301,-86.13530041,18103
state,Indiana,NEW CASTLE NCCF,12/2/2020,326,79,9,0,331,65,962,247,,1000 VAN NUYS RD,47362,NEW CASTLE,HENRY,39.96237788,-85.37022541,18065
state,Indiana,PENDLETON ISR,12/2/2020,87,48,4,0,67,45,319,285,,4490 W REFORMATORY RD,46064,PENDLETON,MADISON,39.98338112,-85.76085702,18095
state,Indiana,PENDLETON JUVENILE PNJ,12/2/2020,36,39,0,0,36,35,149,157,,9310 S STATE RD 67,46064,PENDLETON,MADISON,39.96907067,-85.77458045,18095
state,Indiana,PLAINFIELD IYC,12/2/2020,132,79,8,0,125,75,387,314,,737 MOON RD,46168,PLAINFIELD,HENDRICKS,39.68899972,-86.41604046,18063
state,Indiana,PUTNAMVILLE ISF,12/2/2020,254,66,2,1,280,53,"1,250",428,,1946 W US HWY 40,46135,GREENCASTLE,PUTNAM,39.56503726,-86.88666488,18133
state,Indiana,RECEPTION DIAGNOSTIC RDC,12/2/2020,264,49,0,0,219,38,"3,117",204,,737 MOON RD,46168,PLAINFIELD,HENDRICKS,39.68899972,-86.41604046,18063
state,Indiana,ROCKVILLE RTC,12/2/2020,133,29,0,0,30,12,817,171,,811 W 50 N,47872,ROCKVILLE,PARKE,39.77431571,-87.25434717,18121
state,Indiana,SOUTH BEND SBWC,12/2/2020,17,4,0,0,17,2,156,18,,,,,,,,
federal,Indiana,TERRE HAUTE FCI,12/2/2020,328,,1,0,171,36,932,,,,,,,,,
federal,Indiana,TERRE HAUTE USP,12/2/2020,113,,2,0,90,6,933,,,4700 BUREAU RD S,47802,TERRE HAUTE,VIGO,,,18167
federal,Indiana,VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS,12/2/2020,27,,0,0,1,0,27,,,,,,,,,
state,Indiana,WABASH VALLEY WVCF,12/2/2020,179,119,1,1,131,84,789,478,,6908 S OLD US HWY 41,47838,CARLISLE,SULLIVAN,38.97792912,-87.40030287,18153
state,Indiana,WESTVILLE WCC,12/2/2020,270,135,6,0,273,119,681,484,,5501 S 1100 W,46391,WESTVILLE,LAPORTE,41.52575257,-86.90808495,18091
state,Iowa,ANAMOSA,12/2/2020,824,146,5,,817,140,"1,946",,969,406 N HIGH ST,52205,ANAMOSA,JONES,42.11129071,-91.29127202,19105
state,Iowa,CLARINDA,12/2/2020,592,55,1,,588,50,"4,290",,987,2000 NORTH 16TH STREET,51632,CLARINDA,PAGE,40.76249094,-95.03582563,19145
state,Iowa,FORT DODGE,12/2/2020,441,67,3,,408,59,"5,440",,1252,1550 L STREET,50501,FORT DODGE,WEBSTER,42.48489252,-94.19609253,19187
state,Iowa,ICIW,12/2/2020,11,31,0,,9,29,"1,680",,,420 MILL STREET SOUTHWEST,50169,MITCHELLVILLE,POLK,41.66299579,-93.3661037,19153
state,Iowa,IMCC,12/2/2020,399,69,1,,389,62,"7,879",,,2700 CORAL RIDGE AVE,52241,CORALVILLE,JOHNSON,41.71369597,-91.61182585,19103
state,Iowa,ISP,12/2/2020,196,65,0,,34,52,"1,901",,,2111 330TH AVENUE,52627,FORT MADISON,LEE,40.65361883,-91.30326789,19111
state,Iowa,MT PLEASANT,12/2/2020,627,35,0,,534,29,"3,857",,,1200 EAST WASHINGTON STREET,52641,MOUNT PLEASANT,HENRY,40.95581384,-91.53617358,19087
state,Iowa,NEWTON,12/2/2020,51,25,0,,14,22,977,,,307 SOUTH 60TH AVENUE WEST,50208,NEWTON,JASPER,41.62717022,-93.05696851,19099
state,Iowa,NORTH CENTRAL,12/2/2020,388,31,0,,380,26,901,,,313 LANEDALE,50579,ROCKWELL CITY,CALHOUN,42.39222762,-94.60437667,19025
county,Iowa,POLK COUNTY JAIL,12/2/2020,6,1,,,,,"1,978",292,,,,,,,,
state,Kansas,EL DORADO,12/2/2020,766,110,,,,,,,,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015
state,Kansas,ELLSWORTH,12/2/2020,445,53,,,,,,,,1607 STATE STREET,67439,ELLSWORTH,ELLSWORTH,38.74301147,-98.23215008,20053
federal,Kansas,GEO REENTRY INC RRC LEAVENWORTH,12/2/2020,32,,0,0,19,0,32,,,,,,,,,20103
state,Kansas,HUTCHINSON,12/2/2020,1329,200,,,,,,,,500 REFORMATORY STREET,67504,HUTCHINSON,RENO,38.04458476,-97.91073579,20155
state,Kansas,KJCC,12/2/2020,10,47,,,,,,,,1430 NORTHWEST 25TH STREET,66618,TOPEKA,SHAWNEE,39.09678729,-95.68423367,20177
state,Kansas,LANSING,12/2/2020,987,134,,,,,,,,301 EAST KANSAS AVE,66043,LANSING,LEAVENWORTH,39.25190411,-94.89130455,20103
state,Kansas,LARNED,12/2/2020,351,57,,,,,,,,1318 STATE HIGHWAY 264,67550,LARNED,PAWNEE,38.17710787,-99.15101294,20145
federal,Kansas,LEAVENWORTH USP,12/2/2020,547,,0,0,540,5,"1,225",,,1300 METROPOLITAN AVENUE,66048,LEAVENWORTH,LEAVENWORTH,39.33105504,-94.93580759,20103
state,Kansas,NORTON,12/2/2020,680,98,,,,,,,,ROAD EAST 4 AND UNITED STATES HIGHWAY 36,67654,NORTON,NORTON,39.84416321,-99.81637284,20137
state,Kansas,OUT OF STATE,12/2/2020,81,,,,,,,,,,,,,,,
state,Kansas,STATEWIDE,12/2/2020,,,11,3,,,,,,,,,,,,
state,Kansas,TOPEKA,12/2/2020,21,48,,,,,,,,815 SOUTHEAST RICE ROAD,66607,TOPEKA,SHAWNEE,39.04069275,-95.6254707,20177
state,Kansas,WICHITA WORK RELEASE,12/2/2020,81,14,,,,,,,,401 SOUTH EMPORIA STREET,67202,WICHITA,SEDGWICK,37.68209659,-97.33329523,20173
state,Kansas,WINFIELD,12/2/2020,174,31,,,,,,,,1806 PINECREST CIRCLE,67156,WINFIELD,COWLEY,37.26426587,-96.97365125,20035
federal,Kentucky,ASHLAND FCI,12/2/2020,199,,0,0,65,11,394,,,,,,,,,
state,Kentucky,BELL COUNTY FORESTRY CAMP,12/2/2020,187,19,0,0,,,,,300,560 CORRECTIONAL DR,40977,PINEVILLE,BELL,36.6689938,-83.85169233,21013
federal,Kentucky,BIG SANDY USP,12/2/2020,51,,0,0,30,58,592,,,,,,,,,
state,Kentucky,BLACKBURN CORRECTIONAL COMPLEX,12/2/2020,175,22,0,0,,,,,,3111 SPURR RD,40511,LEXINGTON,FAYETTE,38.11315935,-84.53720452,21067
federal,Kentucky,DISMAS CHARITIES INC RRC LEXINGTON,12/2/2020,1,,0,0,1,0,1,,,,,,,,,
federal,Kentucky,DISMAS OF MANCHESTER RRC,12/2/2020,1,,0,0,0,0,1,,,,,,,,,
state,Kentucky,EASTERN KENTUCKY CORRECTIONAL COMPLEX,12/2/2020,0,31,0,0,,,,,,200 ROAD TO JUSTICE,41472,WEST LIBERTY,MORGAN,37.90388911,-83.26930995,21175
state,Kentucky,GREEN RIVER CORRECTIONAL COMPLEX,12/2/2020,368,54,3,0,,,,,,1200 RIVER RD,42330,CENTRAL CITY,MUHLENBERG,37.3143803,-87.11341674,21177
state,Kentucky,KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN,12/2/2020,263,45,0,0,,,,,,3000 ASH AVE,40056,PEWEE VALLEY,SHELBY,38.2854756,-85.45711972,21211
state,Kentucky,KENTUCKY STATE PENITENTIARY,12/2/2020,1,18,1,0,,,,,858,266 WATER ST,42038,EDDYVILLE,LYON,37.04927104,-88.07574221,21143
state,Kentucky,KENTUCKY STATE REFORMATORY,12/2/2020,452,60,14,1,,,,,977,3001 W HWY 146,40032,LAGRANGE,OLDHAM,38.40389133,-85.41658269,21185
state,Kentucky,LEE ADJUSTMENT CENTER,12/2/2020,690,60,1,0,,,,,855,168 LEE ADJUSTMENT CENTER DRIVE,41311,BEATTYVILLE,LEE,37.6066831,-83.70579564,21129
federal,Kentucky,LEXINGTON FMC,12/2/2020,251,,9,0,205,28,"1,028",,,3301 LEESTOWN RD,40511,LEXINGTON,FAYETTE,38.10569332,-84.56039514,21067
state,Kentucky,LITTLE SANDY CORRECTIONAL COMPLEX,12/2/2020,485,30,0,0,,,,,,505 PRISON CONNECTOR,41171,SANDY HOOK,ELLIOTT,38.13392033,-83.08100422,21063
state,Kentucky,LUTHER LUCKETT CORRECTIONAL COMPLEX,12/2/2020,0,8,0,1,,,,,,1612 DAWKINS RD,40031,LAGRANGE,OLDHAM,38.41243087,-85.42599085,21185
federal,Kentucky,MANCHESTER FCI,12/2/2020,170,,0,0,212,45,575,,,,,,,,,
federal,Kentucky,MCCREARY USP,12/2/2020,46,,0,0,42,16,531,,,330 FEDERAL WAY,42635,PINE KNOT,MCCREARY,36.68845863,-84.38720276,21147
state,Kentucky,NORTHPOINT TRAINING CENTER,12/2/2020,24,35,0,0,,,,,1254,710 WALTER REED RD,40310,BURGIN,BOYLE,37.71002092,-84.74635681,21021
state,Kentucky,ROEDERER CORRECTIONAL COMPLEX,12/2/2020,36,21,0,0,,,,,1213,PO BOX 69,40031,LAGRANGE,OLDHAM,38.40312799,-85.42976305,21185
state,Kentucky,SOUTHEAST STATE CORRECTIONAL COMPLEX,12/2/2020,0,5,0,0,,,,,,,,,,,,
state,Kentucky,WESTERN KENTUCKY CORRECTIONAL COMPLEX,12/2/2020,25,17,0,0,,,,,,374 NEW BETHEL CHURCH RD,42411,FREDONIA,LYON,37.13645979,-88.04014801,21143
state,Louisiana,ALLEN CORRECTIONAL CENTER,12/2/2020,264,30,0,0,262,28,"2,032",167,,3751 LAUDERDALE WOODYARD RD,70648,KINDER,ALLEN,30.56148319,-92.78967268,22003
state,Louisiana,DAVID WADE CORRECTIONAL CENTER,12/2/2020,82,50,0,0,79,48,194,120,,670 BELL HILL RD,71040,HOMER,CLAIBORNE,32.90173088,-93.01954439,22027
state,Louisiana,DIXON CORRECTIONAL INSTITUTE,12/2/2020,840,67,7,0,832,65,"2,685",342,,5568 STATE HWY 68,70748,JACKSON,EAST FELICIANA,30.81323901,-91.20751374,22037
state,Louisiana,ELAYN HUNT CORRECTIONAL CENTER,12/2/2020,186,70,2,0,111,53,870,177,,6925 HWY 74,70776,ST GABRIEL,IBERVILLE,30.26563691,-91.08621341,22047
state,Louisiana,LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN HUNT,12/2/2020,169,80,2,0,149,72,525,249,,7205 STATE HWY 74,70776,ST GABRIEL,IBERVILLE,30.2631888,-91.07374348,22047
state,Louisiana,LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON,12/2/2020,181,,0,,174,,485,,,,,,,,,
state,Louisiana,LOUISIANA STATE PENITENTIARY,12/2/2020,469,185,16,3,451,167,"4,121",524,,17544 TUNICA TRACE,70712,ANGOLA,WEST FELICIANA,30.95976935,-91.59732559,22125
federal,Louisiana,OAKDALE I FCI,12/2/2020,188,,7,0,225,21,917,,,2105 EAST WHATLEY ROAD,71463,OAKDALE,ALLEN,30.82059582,-92.64063826,22003
federal,Louisiana,OAKDALE II FCI,12/2/2020,86,,1,0,23,6,633,,,2105 EAST WHATLEY ROAD,71463,OAKDALE,ALLEN,30.82059582,-92.64063826,22003
county,Louisiana,ORLEANS PARISH JAILS,11/26/2020,172,89,0,3,136,56,"1,174",877,,2800 PERDIDO ST,70119,NEW ORLEANS,,29.9612,-90.093051,
federal,Louisiana,POLLOCK FCI,12/2/2020,70,,0,0,54,1,711,,,1000 AIRBASE RD,71467,POLLOCK,GRANT,,,22043
federal,Louisiana,POLLOCK USP,12/2/2020,230,,0,0,146,2,951,,,,,,,,,
state,Louisiana,RAYBURN CORRECTIONAL CENTER,12/2/2020,70,56,1,0,61,49,"1,517",250,,27268 STATE HWY 21 N,70426,ANGIE,WASHINGTON,30.92169823,-89.81584273,22117
state,Louisiana,RAYMOND LABORDE CORRECTIONAL CENTER,12/2/2020,315,57,3,2,304,54,"3,735",281,,1630 PRISON RD,71327,COTTONPORT,AVOYELLES,30.97442232,-92.02522705,22009
federal,Louisiana,VOLUNTEERS OF AMERICA NEW ORLEANS RRC,12/2/2020,0,,,,,,1,,,,,,,,,
state,Maine,BOLDUC CORRECTIONAL FACILITY,12/2/2020,0,,,,,,137,,,,,,,,,
state,Maine,LONG CREEK YOUTH DEVELOPMENT CENTER,12/2/2020,1,,,,,,270,,,,,,,,,
state,Maine,MAINE CORRECTIONAL CENTER MEN,12/2/2020,147,,,,,,"2,171",,,,,,,,,
state,Maine,MAINE STATE PRISON,12/2/2020,3,,,,,,"2,797",,,,,,,,,
state,Maine,MOUNTAIN VIEW CORRECTIONAL FACILITY,12/2/2020,0,,,,,,299,,,,,,,,,
state,Maine,STATE-WIDE,12/2/2020,,,,,,,,,,,,,,,,
state,Maine,WOMENS SERVICES,12/2/2020,0,,,,,,397,,,,,,,,,
state,Maryland,BALTIMORE CENTRAL BOOKING INTAKE CENTER,12/2/2020,193,166,0,2,162,130,"3,082",5307,,300 E MADISON ST,21202,BALTIMORE,BALTIMORE CITY,39.2990497,-76.6104617,24510
state,Maryland,BCCC BALTIMORE CITY CC,12/2/2020,6,14,0,0,6,9,904,117,,901 GREENMOUNT AVE,21202,BALTIMORE,BALTIMORE CITY,39.3003053,-76.606507,24510
state,Maryland,CDF CHESAPEAKE DETENTION FACILITY,12/2/2020,19,41,0,0,16,38,913,264,,401 E MADISON ST,21202,BALTIMORE,BALTIMORE CITY,39.29832772,-76.60941485,24510
